car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,manufacture,engine,Seats,num_owners
Honda Amaze SX i-DTEC,350000.0,75656,0,0,2015,1399.0,5,2
Maruti Vitara Brezza ZDi,850000.0,30000,0,0,2019,1248.0,5,1
Ford Ecosport 1.5 Petrol Ambiente BSIV,520000.0,60000,1,0,2017,1248.0,5,1
Mahindra Xylo E4 BS IV,180000.0,120000,0,0,2011,796.0,5,3
Ford Figo Diesel Titanium,185000.0,100000,0,0,2013,936.0,5,2
Maruti Swift Dzire LDI,350000.0,70000,0,0,2015,1197.0,5,2
Maruti Swift Dzire VDI,420000.0,120000,0,0,2015,998.0,5,2
Maruti Alto 800 LXI,175000.0,50000,1,0,2014,796.0,5,3
Chevrolet Beat Diesel LS,120000.0,90000,0,0,2012,2523.0,5,2
Hyundai i10 Magna,114999.99999999999,70000,1,0,2008,1248.0,5,1
Maruti Wagon R CNG LXI BSIV,500000.0,20000,Cng,0,2020,1956.0,5,1
Maruti Alto LXi,,50000,1,0,2007,1248.0,5,2
Mahindra Bolero DI - AC BS III,450000.0,25000,0,0,2014,1199.0,5,2
Maruti SX4 S Cross DDiS 200 Alpha,660000.0,65000,0,0,2017,1197.0,7,2
Jeep Compass 2.0 Limited 4X4,1500000.0,90000,0,0,2018,1956.0,7,1
Maruti Vitara Brezza VDi,810000.0,30000,0,0,2019,1956.0,8,1
Chevrolet Beat LT,175000.0,60000,1,0,2011,2498.0,5,1
Maruti Ignis Sigma,500000.0,10000,1,0,2021,1196.0,5,1
MG Hector Sharp Diesel MT BSIV,1570000.0,30000,0,0,2020,796.0,5,1
MG Hector Sharp Diesel MT BSIV,1500000.0,32000,0,0,2020,1498.0,5,1
Mahindra Thar 4X4,690000.0,10000,0,0,2014,1498.0,5,2
Maruti Eeco 7 Seater STD 2020-2022,420000.0,110000,1,0,2020,936.0,5,1
Maruti Omni E MPI STD BSIV,120000.0,120000,1,0,2013,1396.0,5,1
Maruti Omni E 8 Str STD,,80000,1,0,2007,1120.0,4,2
Ford Ecosport 1.5 Diesel Titanium BSIV,650000.0,53000,0,0,2018,1197.0,6,1
Volkswagen Polo 1.5 TDI Trendline,250000.0,80000,0,0,2014,1199.0,5,3
Chevrolet Beat Diesel LT,117000.0,50000,0,0,2012,796.0,5,1
Hyundai Elite i20 2018 Diesel Asta Option,640000.0,40000,0,0,2018,1462.0,7,1
Hyundai Xcent 1.1 CRDi Base,450000.0,60000,0,0,2015,1086.0,5,1
Hyundai i20 Sportz Option 1.2,390000.0,60000,1,0,2015,1197.0,5,3
Tata Tigor 1.2 Revotron XE,350000.0,40000,1,0,2018,2956.0,5,1
Maruti 800 Std,,50000,1,0,2012,1497.0,5,2
Maruti XL6 Zeta,1000000.0,10000,1,0,2021,1598.0,5,1
Hyundai i10 Sportz 1.1L,,80000,1,0,2009,1498.0,5,3
Hyundai i10 Magna,200000.0,60000,1,0,2011,1197.0,5,1
Tata Sumo CX,200000.0,400000,0,0,2012,799.0,5,1
Honda City i VTEC V,650000.0,120000,1,0,2017,1498.0,5,1
Volkswagen Vento Petrol Highline,175000.0,90000,1,0,2010,999.0,7,1
Honda Amaze VX i-DTEC,495000.0,100000,0,0,2014,1498.0,5,1
Hyundai i10 Magna 1.2 iTech SE,150000.0,40000,1,0,2010,1248.0,5,1
Renault KWID RXT,250000.0,50000,1,0,2018,2523.0,5,1
Nissan Sunny XL,210000.0,100000,1,0,2012,796.0,7,3
Datsun RediGO 1.0 T Option,215000.0,5000,1,0,2018,1582.0,7,1
Nissan Sunny XL,210000.0,100000,1,0,2012,1199.0,5,3
Maruti SX4 S Cross Alpha DDiS 200 SH,670000.0,60000,0,0,2017,1373.0,5,2
Mahindra Bolero ZLX,400000.0,50000,0,0,2013,1999.0,5,3
Maruti Alto 800 CNG LXI,200000.0,50000,Cng,0,2014,1199.0,5,5
Hyundai Creta 1.6 CRDi SX,790000.0,120000,0,0,2016,1498.0,7,1
Tata Tiago 1.2 Revotron XT,370000.0,50000,1,0,2018,1197.0,5,1
Maruti Ertiga VXI Limited Edition,900000.0,20000,1,0,2020,1499.0,5,1
Mahindra XUV700 AX7 AT,959000.0,120000,1,1,2022,2179.0,5,1
Tata Tiago 1.2 Revotron XZ,330000.0,100000,1,0,2018,2993.0,5,1
Honda Amaze VX i-DTEC,350000.0,70000,0,0,2013,1248.0,5,2
Maruti Baleno Alpha,525000.0,50000,1,0,2022,1396.0,5,2
Ford Fiesta Petrol Titanium Plus,300000.0,60000,1,0,2012,1399.0,5,1
Mahindra XUV500 AT W6 2WD,700000.0,70000,0,1,2016,1798.0,7,2
BMW X5 xDrive 30d,1300000.0,150000,0,1,2013,1498.0,5,3
Maruti Swift Dzire VDI,420000.0,60000,0,0,2017,814.0,5,2
Tata Indigo LX TDI BSIII,100000.0,40000,0,0,2011,1997.0,5,1
Ford Figo Diesel Titanium,130000.0,70000,0,0,2012,1399.0,5,2
Skoda Superb Elegance 1.8 TSI,360000.0,80000,1,0,2010,1461.0,5,2
Ford Ecosport 1.5 DV5 MT Titanium,425000.0,120000,0,0,2014,796.0,5,2
Hyundai EON Era,180000.0,110000,1,0,2013,1582.0,5,1
Mahindra Scorpio 1.99 S10,900000.0,80000,0,0,2016,1248.0,7,1
Ford Ikon 1.4 TDCi DuraTorq,110000.00000000001,60000,0,0,2009,998.0,5,2
Renault Duster 110PS Diesel RxZ,390000.0,72310,0,0,2014,1248.0,5,2
Maruti Alto 800 VXI,420000.0,5000,1,0,2022,2179.0,5,1
Hyundai Verna 1.6 SX,400000.0,70000,0,0,2013,1298.0,5,3
Maruti Swift Dzire VDI,390000.0,90000,0,0,2015,998.0,7,1
Maruti Wagon R VXI Optional,350000.0,90000,1,0,2016,1298.0,5,1
Tata Zest Quadrajet 1.3 75PS XE,610000.0,60000,0,0,2019,1995.0,5,1
Tata Safari Storme VX 4WD Varicor 400,1200000.0,18000,0,0,2018,2523.0,5,1
Maruti Swift VXI BSIII,125000.0,105000,1,0,2010,1197.0,5,3
Maruti Wagon R LXI CNG Optional,290000.0,60000,Cng,0,2015,998.0,5,3
Maruti Swift 1.3 ZXI,200000.0,100000,1,0,2010,998.0,5,1
BMW 3 Series 320d,400000.0,120000,0,1,2009,796.0,5,1
Mahindra Bolero SLE,300000.0,100000,0,0,2010,1396.0,5,1
Maruti Swift Dzire VXI,300000.0,60000,1,0,2012,1061.0,5,2
Maruti Wagon R LXI,229999.99999999997,70600,1,0,2013,1499.0,5,1
Maruti Wagon R VXI,478000.0,25000,1,0,2020,1086.0,5,1
Maruti Alto 800 LXI,250000.0,30000,1,0,2016,1248.0,5,1
Hyundai i20 Sportz Option 1.4 CRDi,420000.0,90000,0,0,2015,1582.0,5,1
Maruti Zen Estilo 1.1 VXI BSIII,102000.0,37200,1,0,2007,1582.0,5,1
Ford Ecosport 1.5 Ti VCT MT Ambiente,595000.0,90000,1,0,2015,1197.0,5,1
Hyundai Santro Xing GL Plus,130000.0,60000,1,0,2011,1497.0,5,2
Maruti SX4 VDI,200000.0,146000,0,0,2012,1498.0,5,4
Hyundai Verna 1.6 CRDi EX MT,395000.0,80000,0,0,2013,796.0,5,2
Hyundai Verna 1.6 SX,600000.0,80000,0,0,2014,1197.0,5,2
Maruti Swift Dzire LXI,600000.0,25000,1,0,2018,1451.0,5,1
Honda City S,250000.0,60000,1,0,2009,1498.0,5,2
Honda City i DTEC V,459999.99999999994,110000,0,0,2014,1248.0,5,2
Maruti Alto 800 VXI,300000.0,20000,1,0,2017,796.0,5,1
Maruti Baleno 1.2 Delta,538000.0,30000,1,0,2018,2143.0,5,1
MG Hector Sharp DCT,1600000.0,50000,1,1,2019,1248.0,5,1
Nissan Sunny XL,275000.0,60000,1,0,2012,1396.0,5,1
Maruti Ritz VDi,300000.0,64000,0,0,2011,1396.0,7,2
Maruti Alto 800 LXI,380000.0,20000,1,0,2021,1498.0,5,1
Mercedes-Benz C-Class 250 CDI Classic,710000.0,70000,0,1,2011,1396.0,7,2
Maruti Swift Dzire VDI,509999.99999999994,34000,0,0,2015,2179.0,7,1
Hyundai Verna 1.4 VTVT,350000.0,60000,1,0,2012,1199.0,5,3
Hyundai Verna 1.4 VTVT,350000.0,60000,1,0,2012,999.0,5,3
Ford Aspire 1.5 TDCi Trend,400000.0,90000,0,0,2017,1248.0,5,1
Hyundai i20 Sportz Option 1.4 CRDi,550000.0,70000,0,0,2017,1298.0,5,2
Mahindra XUV500 W6 2WD,400000.0,90000,0,0,2013,998.0,5,3
Tata Tiago 1.2 Revotron XZ,395000.0,95105,1,0,2019,1198.0,5,1
Renault Triber RXZ EASY-R AMT,650000.0,20000,1,1,2020,1451.0,7,1
Maruti Ertiga SHVS VDI,550000.0,100000,0,0,2016,796.0,5,2
Maruti Swift Dzire VXi,199000.0,90000,1,0,2009,1956.0,5,4
Maruti Alto K10 2010-2014 VXI,165000.0,60000,1,0,2012,2477.0,7,1
Honda Brio V MT,260000.0,25000,1,0,2012,1956.0,5,1
MG Hector Sharp DCT,1450000.0,35000,1,1,2019,814.0,5,3
Maruti Alto LXi,,100000,1,0,2007,1248.0,5,1
Jeep Compass 2.0 Longitude BSIV,1300000.0,80000,0,0,2018,998.0,5,1
Mitsubishi Pajero Sport 4X4,650000.0,120000,0,0,2013,998.0,4,2
Tata Harrier XZ BSIV,1400000.0,90000,0,0,2019,1497.0,4,1
Hyundai EON LPG Era Plus,260000.0,162000,Lpg,0,2016,1248.0,5,1
Maruti Ertiga ZDI,450000.0,120000,0,0,2014,3996.0,4,4
Maruti Wagon R CNG LXI,509999.99999999994,60000,Cng,0,2021,3996.0,5,2
Maruti Wagon R LXI CNG,490000.00000000006,80000,Cng,0,2019,1998.0,5,1
Honda City S,250000.0,120000,1,0,2010,1997.0,5,2
Tata Zest Quadrajet 1.3 XMA,290000.0,70000,0,1,2016,1968.0,5,4
Audi RS7 4.0 TFSI,175000.0,7100,1,1,2021,1968.0,5,1
Audi RS7 4.0 TFSI,175000.0,11500,1,1,2020,1984.0,5,1
Audi A4 Technology,4179999.9999999995,16000,1,1,2021,1998.0,5,1
Mahindra Thar LX 4-Str Hard Top,1680000.0,5500,1,0,2022,1999.0,5,1
Audi Q5 30 TDI quattro Premium Plus,2390000.0,56500,0,1,2016,1395.0,5,1
Audi A4 35 TDI Technology Edition,1480000.0,45500,0,1,2014,1968.0,5,1
Audi A6 45 TFSI Technology,5780000.0,16000,1,1,2021,1968.0,5,0
Audi A4 Technology,4590000.0,12000,1,1,2021,1781.0,5,1
Jaguar XF 2.0 Diesel Prestige,2980000.0,59000,0,1,2018,1798.0,5,1
Audi A4 30 TFSI Technology,3379999.9999999995,41000,1,1,2018,1248.0,7,1
Audi Q3 35 TDI Quattro Premium,2390000.0,44600,0,1,2017,1368.0,5,1
Audi Q3 35 TDI Quattro Premium Plus,1280000.0,38500,0,1,2013,796.0,5,2
Audi A4 1.8 TFSI,1480000.0,57500,1,1,2013,1493.0,5,3
Audi A6 35 TFSI Matrix,3379999.9999999995,12000,1,1,2016,1968.0,5,1
Maruti Swift VDI BSIV,329000.0,84703,0,0,2014,1248.0,4,3
Jeep Compass 1.4 Longitude Plus AT,1689999.9999999998,78000,1,1,2018,1248.0,5,1
Maruti Alto 800 LXI,267000.0,26562,1,0,2017,1199.0,5,1
Mahindra Quanto C2,197000.0,93021,0,0,2013,1998.0,5,3
Audi A4 35 TDI Technology,3279999.9999999995,43900,0,1,2019,1798.0,5,1
Maruti Swift VDI BSIV,392000.0,107813,0,0,2015,1395.0,5,1
Maruti Swift Dzire VDI,537000.0,64299,0,0,2017,2354.0,5,1
Tata Tiago 1.2 Revotron XT,401999.99999999994,25424,1,0,2019,1248.0,5,1
BMW 6 Series GT 630i Luxury Line 2018-2021,5580000.0,20800,1,1,2019,1086.0,5,1
Audi A4 35 TFSi Premium,2080000.0,32000,1,1,2016,1968.0,5,1
Audi A4 30 TFSI Technology,3279999.9999999995,27000,1,1,2018,1498.0,5,2
Honda Accord 2.4 MT,294000.0,80046,1,0,2010,1498.0,5,3
Maruti Swift Dzire VDI,372000.0,104724,0,0,2014,1582.0,5,2
Hyundai Santro Xing GL,,91693,1,0,2008,998.0,5,3
Audi A6 35 TDI,1980000.0,85000,0,1,2015,1086.0,5,1
Ford Freestyle Titanium Diesel BSIV,543000.0,84280,0,0,2018,1197.0,5,1
Honda Amaze S i-Dtech,256999.99999999997,72947,0,0,2013,1248.0,5,2
Hyundai Creta 1.6 SX Automatic Diesel,1427000.0,38507,0,1,2019,1198.0,5,1
Maruti Wagon R LXI CNG,351000.0,60033,Cng,0,2017,998.0,7,1
Hyundai i10 Magna 1.1L,256999.99999999997,35355,1,0,2014,1196.0,5,2
Hyundai Grand i10 Magna,373000.0,24027,1,0,2017,1591.0,7,2
Maruti Baleno 1.3 Alpha,558000.0,57256,0,0,2017,2179.0,5,1
Honda Amaze EX i-Vtech,282000.0,62029,1,0,2013,1197.0,5,1
Maruti Wagon R LXI CNG,270000.0,97811,Cng,0,2014,1498.0,5,1
Ford Figo Petrol ZXI,164000.0,54910,1,0,2011,1197.0,5,1
Hyundai Verna 1.6 VTVT S,537000.0,69271,1,0,2016,1798.0,5,1
Mahindra XUV500 W8 FWD,643000.0,122619,0,0,2015,1199.0,5,2
Maruti Swift VXI,592000.0,23976,1,0,2020,1968.0,5,1
Honda Mobilio V i-DTEC,361000.0,159147,0,0,2014,1498.0,5,1
Maruti Swift Dzire VXI,330000.0,75384,1,0,2014,1197.0,7,2
Audi A6 35 TFSI Matrix,2990000.0,61500,1,1,2017,2967.0,5,1
Tata Tigor 1.2 Revotron XE,351000.0,39477,1,0,2018,1197.0,8,1
Audi A6 35 TDI,2580000.0,41000,0,1,2016,2523.0,5,2
Honda City i DTEC SV,518000.0,53234,0,0,2015,1582.0,5,2
Maruti Swift Dzire AMT ZXI Plus,604000.0,67261,1,1,2018,2494.0,5,2
Audi A6 3.0 TDI Quattro Premium Plus,1380000.0,71000,0,1,2014,998.0,5,3
Maruti Baleno Delta,653000.0,8201,1,0,2020,1591.0,5,1
Mahindra Bolero SLE BSIII,473000.00000000006,98105,0,0,2015,1197.0,5,1
Hyundai Verna 1.6 SX CRDI (O) AT,463000.0,93147,0,1,2014,1248.0,7,1
Toyota Innova 2.5 GX (Diesel) 8 Seater,557000.0,139257,0,0,2012,1582.0,7,1
Maruti Alto K10 2010-2014 VXI,134000.0,140511,1,0,2011,1086.0,7,1
Hyundai Verna 1.6 EX VTVT,449000.0,68266,1,0,2014,2982.0,5,1
Hyundai i20 1.2 Magna,209000.0,80283,1,0,2011,1493.0,7,2
Maruti Swift VDI BSIV,459000.0,55133,0,0,2016,1196.0,7,1
Hyundai Elantra CRDi SX,583000.0,58437,0,0,2014,998.0,5,2
Hyundai Santro Xing GL,169000.0,117816,1,0,2013,2494.0,7,1
Toyota Fortuner 4x2 Manual,1180000.0,212661,0,0,2013,1373.0,5,2
Mahindra Bolero Power Plus SLE,522000.0,67918,0,0,2016,1399.0,5,1
Maruti Eeco 7 Seater STD 2020-2022,468000.0,18636,1,0,2022,2755.0,5,1
Maruti Alto K10 LXI,200999.99999999997,111556,1,0,2015,1197.0,5,2
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,793000.0,141834,0,0,2015,1197.0,5,1
Maruti Ertiga VXI,411000.00000000006,24920,1,0,2014,1197.0,5,2
Ford Figo Diesel EXI,125000.0,115042,0,0,2011,1462.0,5,2
Toyota Innova Crysta 2.8 ZX AT BSIV,1761000.0,57189,0,1,2018,1197.0,5,2
Hyundai i20 Asta 1.2,565000.0,10188,1,0,2016,2143.0,5,1
Hyundai i10 Sportz 1.2,130000.0,55892,1,0,2008,998.0,5,4
Hyundai i20 Sportz Plus BSIV,664000.0,38285,1,0,2019,1086.0,5,1
Toyota Urban cruiser Premium,927999.9999999999,26523,1,0,2021,998.0,5,1
Hyundai i20 Sportz Plus BSIV,664000.0,35986,1,0,2019,1461.0,5,1
Mercedes-Benz CLA 200 D Sport Edition,1929000.0,51609,0,1,2016,1248.0,4,1
Maruti Wagon R VXI Opt,413000.0,42561,1,0,2019,1248.0,5,1
Hyundai Santro Xing GLS,105000.0,30778,1,0,2008,1086.0,5,1
Maruti Wagon R LXI CNG,335000.0,30819,Cng,0,2017,796.0,5,2
Nissan Micra Diesel XV,139000.0,77464,0,0,2012,1498.0,5,3
Maruti Vitara Brezza VDi,542000.0,55142,0,0,2016,1493.0,5,1
Maruti Swift Dzire ZDI,479000.0,64705,0,0,2015,1399.0,5,2
Hyundai i10 Era 1.1,130000.0,83013,1,0,2009,1248.0,5,4
Maruti 800 AC BSIII,,91817,1,0,2009,1968.0,5,4
Honda Amaze VX i DTEC,561000.0,76012,0,0,2018,814.0,7,1
Hyundai Creta SX Opt Diesel AT,1773000.0,20507,0,1,2020,1199.0,7,1
Ford Fiesta 1.4 ZXi TDCi ABS,174000.0,118039,0,0,2009,1497.0,5,1
Tata Zest Quadrajet 1.3 XMS,280000.0,169306,0,0,2014,1196.0,5,1
Audi A6 2.0 TDI Premium Plus,1689999.9999999998,71000,0,1,2014,1493.0,5,1
Hyundai EON D Lite Plus,216000.0,51841,1,0,2016,998.0,5,2
Tata Tigor 1.2 Revotron XZ Option,413999.99999999994,10098,1,0,2017,1399.0,5,1
Honda City i VTEC V,497000.0,58328,1,0,2015,1461.0,5,3
Maruti Eeco 7 Seater Standard BSIV,309000.0,94128,1,0,2018,998.0,5,1
Mahindra TUV 300 T6,516000.0,38979,0,0,2017,796.0,5,1
Maruti Wagon R LXI CNG,324000.0,54087,Cng,0,2016,1197.0,5,1
Ford Figo Diesel ZXI,126000.0,71969,0,0,2010,1591.0,5,1
Renault Duster 85PS Diesel RxE,602000.0,59609,0,0,2018,1197.0,7,1
Maruti Wagon R LXI CNG,287000.0,94509,Cng,0,2015,1197.0,5,1
Maruti Alto 800 LXI,264000.0,52254,1,0,2018,1198.0,5,1
Maruti Swift Dzire Tour 1.2 S STD,600000.0,25000,1,0,2018,2694.0,5,1
Hyundai Verna VTVT 1.6 SX Option,907000.0,36006,1,0,2018,2967.0,7,1
Hyundai i20 Asta,191000.0,94264,1,0,2010,1086.0,5,2
Maruti Baleno Sigma,608000.0,14976,1,0,2022,1197.0,5,1
Datsun GO T BSIV,221000.0,163605,1,0,2017,2967.0,5,1
Toyota Fortuner 2.7 2WD AT,3100000.0,44000,1,1,2019,1198.0,7,2
Audi Q5 3.0 TDI Quattro,994999.9999999999,68000,0,1,2011,1950.0,5,3
Hyundai i10 Magna 1.1L,225000.0,38000,1,0,2011,1248.0,5,1
Maruti Swift Dzire VXI 1.2 BS IV,650000.0,65000,1,0,2019,2179.0,5,1
Audi Q7 45 TDI Quattro Premium Plus,1875000.0,43000,0,1,2014,1950.0,5,2
Honda Amaze E i-Vtech,360000.0,80000,1,0,2015,1950.0,5,3
Mercedes-Benz C-Class Progressive C 220d,3900000.0,24000,0,1,2020,1991.0,5,2
Maruti Baleno 1.3 Delta,600000.0,90000,0,0,2018,1997.0,5,1
Mahindra Scorpio S8 7 Seater,1000000.0,25000,0,0,2016,4367.0,7,1
Mercedes-Benz GLC 220d 4MATIC,5650000.0,24000,0,1,2020,1998.0,5,1
Mercedes-Benz GLE 300d,8900000.0,13000,0,1,2021,1968.0,7,1
Mercedes-Benz GLC 200,6100000.0,15000,1,1,2021,1997.0,7,1
Jaguar F-Pace 2.0 R-Dynamic S Diesel,7400000.0,9900,0,1,2021,1582.0,5,1
Land Rover Range Rover 4.4 Diesel LWB Autobiography,190000.0,68500,0,1,2019,2998.0,7,1
BMW X4 xDrive30i M Sport Silver Shadow Edition,7450000.0,7600,1,1,2022,2179.0,5,1
Audi Q3 35 TDI Quattro Premium Plus,1475000.0,76000,0,1,2016,1462.0,5,2
Mahindra XUV500 1.99 FWD W8,450000.0,120000,0,0,2013,2523.0,7,2
Hyundai Verna 1.6 CRDi SX,520000.0,120000,0,0,2016,2487.0,5,2
BMW X7 xDrive 40i,114999.99999999999,39000,1,1,2019,2497.0,5,1
Mahindra Scorpio S10 7 Seater,1125000.0,88000,0,0,2017,2982.0,7,1
Maruti Grand Vitara Delta AT,1450000.0,2000,1,1,2022,998.0,7,1
Mahindra Bolero ZLX,750000.0,40000,0,0,2019,2143.0,5,1
Toyota Camry Hybrid 2.5,4090000.0,20000,1,1,2019,2179.0,5,1
Mercedes-Benz E-Class E240 V6 AT,500000.0,110000,1,1,2006,1248.0,5,2
Toyota Fortuner 3.0 Diesel,850000.0,80000,0,0,2011,1598.0,5,3
Maruti Zen Estilo LXI BSIII,100000.0,110000,1,0,2008,1950.0,8,3
Mercedes-Benz GLE 250d,4400000.0,49000,0,1,2017,1498.0,5,1
Tata Safari Storme VX,320000.0,145000,0,0,2013,998.0,5,3
Maruti Ertiga ZDI,500000.0,40000,0,0,2012,2494.0,5,2
Volkswagen Vento IPL II Petrol Trendline,125000.0,100000,1,0,2010,1995.0,5,3
Mercedes-Benz E-Class Expression E 220 d BSIV,5800000.0,17000,0,1,2020,1396.0,5,1
Volkswagen Polo Exquisite 1.5 TDI Highline,490000.00000000006,100000,0,0,2015,1198.0,7,1
Maruti Wagon R VXI BS IV,190000.0,100000,1,0,2011,1396.0,4,1
Toyota Innova 2.5 G (Diesel) 8 Seater,600000.0,120000,0,0,2013,1950.0,8,2
BMW X3 xDrive 20d Luxury Line,6000000.0,19000,0,1,2021,1997.0,5,1
Hyundai i20 Sportz 1.4 CRDi,650000.0,60000,0,0,2017,796.0,7,2
Nissan Micra Active XV Petrol,400000.0,25000,1,0,2018,2179.0,5,1
Tata Indigo LX BSIV,185000.0,100000,0,0,2012,1997.0,5,1
Mercedes-Benz GLC Coupe 300d 4MATIC,7150000.0,24900,0,1,2021,1498.0,7,1
Mahindra Scorpio 1.99 S10 4WD,1000000.0,70000,0,0,2015,1120.0,5,1
Maruti 800 AC,200000.0,70000,1,0,2014,999.0,7,1
Mahindra Scorpio 2.6 CRDe,350000.0,100000,0,0,2006,4461.0,8,2
Jaguar XF 2.0 Petrol Prestige,4700000.0,7500,1,1,2020,1248.0,5,1
Mahindra Bolero B4,580000.0,110000,0,0,2020,2982.0,5,1
Hyundai Xcent 1.1 CRDi Base,310000.0,70000,0,0,2015,2494.0,5,2
Renault Kiger RXZ,750000.0,35000,1,0,2021,1993.0,5,1
Toyota Land Cruiser VX,158000.0,56000,0,1,2018,1199.0,5,1
Maruti Swift Dzire ZDI,535000.0,74200,0,0,2017,1047.0,5,2
Toyota Fortuner 4x2 Manual,1500000.0,120000,0,0,2016,998.0,5,2
Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,300000.0,169000,0,0,2007,2925.0,7,3
Mercedes-Benz C-Class C 220d,6200000.0,4000,0,1,2022,796.0,7,1
Volkswagen Polo Diesel Trendline 1.2L,130000.0,90000,0,0,2010,1086.0,5,3
Tata Tiago 1.05 Revotorq XT,300000.0,120000,0,0,2017,1461.0,5,1
Maruti A-Star Lxi,114999.99999999999,70000,1,0,2009,2925.0,5,2
Mercedes-Benz S-Class S 350 d,4775000.0,13000,0,1,2014,814.0,5,2
Maruti Alto LXI,,70000,1,0,2004,1582.0,5,3
Hyundai Santro Xing XG AT eRLX Euro III,,60000,1,1,2004,1197.0,4,4
Renault Lodgy 110PS RxZ 7 Seater,450000.0,110000,0,0,2015,2993.0,5,3
Mercedes-Benz GLS 400d 4MATIC,117000.0,15000,0,1,2020,1197.0,7,2
Hyundai EON D Lite,175000.0,30000,1,0,2013,796.0,5,1
Hyundai Verna 1.6 CRDi SX,700000.0,115000,0,0,2015,796.0,7,2
Maruti Baleno Delta,650000.0,15000,1,0,2019,2967.0,5,1
BMW X5 xDrive 30d xLine,8300000.0,25000,0,1,2020,1396.0,7,1
Maruti Ignis 1.2 AMT Zeta BSIV,500000.0,80000,1,1,2018,2523.0,5,1
Maruti 800 Std BSII,,29000,1,0,2002,1197.0,7,1
Maruti Alto 800 VXI,300000.0,70000,1,0,2019,2987.0,5,1
Audi Q7 45 TDI Quattro Technology,4600000.0,65000,0,1,2017,999.0,7,1
Hyundai i20 1.4 Asta CRDi with AVN,200000.0,110000,0,0,2009,2523.0,5,4
Mahindra Bolero SLX,340000.0,100000,0,0,2012,1995.0,5,4
Maruti Baleno 1.2 Alpha,550000.0,60000,1,0,2018,2494.0,5,1
Mercedes-Benz GLS 350d Grand Edition,5950000.0,45000,0,1,2016,1248.0,5,2
Volkswagen Taigun 1.0 TSI Topline,1300000.0,5000,1,0,2022,1396.0,5,1
Mahindra Bolero ZLX,470000.0,60000,0,0,2014,2143.0,5,2
BMW 5 Series 520d Luxury Line,4800000.0,29000,0,1,2019,1396.0,5,1
Toyota Innova 2.5 E 7 STR,425000.0,200000,0,0,2012,1405.0,5,2
Maruti Swift VDI BSIV,350000.0,110000,0,0,2015,1498.0,5,1
Tata Indigo LX BSIV,240000.0,120000,0,0,2015,1950.0,5,1
Mercedes-Benz GLE 250d,5600000.0,45000,0,1,2019,2925.0,5,1
Tata Indigo GLX,114999.99999999999,25000,1,0,2009,1968.0,7,1
Tata Indigo LX,,80000,0,0,2006,998.0,5,2
Ford Ecosport 1.5 Diesel Titanium BSIV,650000.0,70000,0,0,2018,2995.0,5,1
Mercedes-Benz C-Class Progressive C 200,4790000.0,11000,1,1,2021,1493.0,5,1
Mercedes-Benz GLE 400d,104000.0,12000,0,1,2021,1598.0,5,1
Audi A6 35 TDI,2490000.0,40000,0,1,2016,998.0,5,2
Maruti Wagon R VXI,521000.0,7500,1,0,2021,1998.0,5,1
Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,192000.0,40000,1,1,2019,796.0,5,1
Mahindra Bolero Power Plus SLX,600000.0,50000,0,0,2018,1248.0,7,1
Volkswagen Vento Diesel Highline,250000.0,80000,0,0,2010,1998.0,5,2
Maruti Celerio VXI,346000.0,40000,1,0,2017,1995.0,5,1
Volvo XC60 B5 Inscripition,6850000.0,7000,1,1,2022,1493.0,5,1
Maruti 800 DUO AC LPG,,60000,Lpg,0,2010,1799.0,7,3
Maruti Swift VDI Optional,600000.0,40000,0,0,2018,1197.0,5,1
Chevrolet Cruze LTZ,200000.0,70000,0,0,2013,2987.0,5,4
BMW X1 sDrive 20d xLine,3000000.0,25000,0,1,2019,999.0,5,1
Mahindra TUV 300 T6 Plus,490000.00000000006,120000,0,0,2016,1298.0,5,1
Honda Civic 1.8 S MT,200000.0,100000,1,0,2011,1198.0,5,3
Hyundai i10 Magna,150000.0,50000,1,0,2009,2143.0,5,1
Maserati Ghibli Diesel BSIV,6600000.0,12000,0,1,2016,796.0,5,1
Renault Triber RXZ BSIV,550000.0,25000,1,0,2019,1248.0,5,1
Maruti Esteem Lxi,120000.0,20000,1,0,2007,1396.0,5,1
Honda Amaze E i-Vtech,260000.0,80000,1,0,2016,2967.0,5,4
Mercedes-Benz C-Class C 220 CDI Avantgarde,2150000.0,37000,0,1,2015,1248.0,5,2
Maruti Alto LXi,161000.0,80000,1,0,2012,1197.0,5,1
Maruti Swift Ldi BSIII,200000.0,120000,0,0,2010,796.0,5,2
Tata Indica eV2 eL,,90000,0,0,2011,1991.0,7,2
Porsche Cayenne Diesel Platinum Edition,5800000.0,50000,0,1,2016,1499.0,5,1
Maruti Swift VDI,300000.0,80000,0,0,2013,1396.0,5,2
Hyundai i20 1.2 Magna,200000.0,120000,1,0,2011,2179.0,5,2
Maruti Omni MPI STD BSIV,250000.0,10000,1,0,2018,1997.0,5,1
Mercedes-Benz E-Class Exclusive E 200,6700000.0,8900,1,1,2021,1298.0,5,1
Ford Aspire Titanium Plus Diesel,850000.0,15000,0,0,2021,1197.0,7,1
Hyundai i20 Active 1.4 SX,450000.0,100000,0,0,2015,796.0,5,2
